Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
ScreenCrawlHappyPath,Chrome 73.0.3683.103,"Just the avalible screens, no buttons or functionality, just verifying that the screen is there.",2019-04-12 13:44:01,2019-04-12 13:47:59,3m - 58.473s,PASSED
,,,,,,
Test Cases/ScreenCrawl/ScreenCrawlAccountingDropdown,Chrome 73.0.3683.103,"~30s
Functions on Chrome and IE. FF has issues finding some elements. ",2019-04-12 13:44:01,2019-04-12 13:44:30,29.230s,PASSED
"openBrowser("""")",Chrome 73.0.3683.103,,2019-04-12 13:44:01,2019-04-12 13:44:07,5.710s,PASSED
deleteAllCookies(),Chrome 73.0.3683.103,,2019-04-12 13:44:07,2019-04-12 13:44:07,0.036s,PASSED
maximizeWindow(),Chrome 73.0.3683.103,,2019-04-12 13:44:07,2019-04-12 13:44:08,1.147s,PASSED
"navigateToUrl(""http://enspire-qa.gbrx.com/"")",Chrome 73.0.3683.103,,2019-04-12 13:44:08,2019-04-12 13:44:09,1.181s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.103,,2019-04-12 13:44:09,2019-04-12 13:44:10,0.088s,PASSED
"sendKeys(findTestObject(""Login Page/Username Field""), ScreenCrawlUser)",Chrome 73.0.3683.103,,2019-04-12 13:44:10,2019-04-12 13:44:10,0.312s,PASSED
"sendKeys(findTestObject(""Login Page/Password Field""), ScreenCrawlPass)",Chrome 73.0.3683.103,,2019-04-12 13:44:10,2019-04-12 13:44:10,0.097s,PASSED
"click(findTestObject(""Login Page/Login Button""))",Chrome 73.0.3683.103,,2019-04-12 13:44:10,2019-04-12 13:44:11,1.238s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.103,,2019-04-12 13:44:11,2019-04-12 13:44:11,0.018s,PASSED
"verifyElementVisible(findTestObject(""GBMS Home Page Dropdowns/Accounting Dropdown""))",Chrome 73.0.3683.103,,2019-04-12 13:44:11,2019-04-12 13:44:11,0.062s,PASSED
"click(findTestObject(""GBMS Home Page Dropdowns/Accounting Dropdown""))",Chrome 73.0.3683.103,,2019-04-12 13:44:11,2019-04-12 13:44:11,0.070s,PASSED
"click(findTestObject(""GBMS Home Page Dropdowns/Accounting Search Option""))",Chrome 73.0.3683.103,,2019-04-12 13:44:11,2019-04-12 13:44:14,2.474s,PASSED
