Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
ScreenCrawlHappyPath,Chrome 73.0.3683.86,"Just the avalible screens, no buttons or functionality, just verifying that the screen is there.",2019-04-08 14:38:02,2019-04-08 14:39:44,1m - 42.257s,PASSED
,,,,,,
Test Cases/ScreenCrawl/ScreenCrawlAssets,Chrome 73.0.3683.86,"~20 seconds Test user given correct rights, test runs correctly. 
",2019-04-08 14:38:02,2019-04-08 14:38:19,17.248s,PASSED
"openBrowser("""")",Chrome 73.0.3683.86,,2019-04-08 14:38:02,2019-04-08 14:38:08,6.059s,PASSED
deleteAllCookies(),Chrome 73.0.3683.86,,2019-04-08 14:38:08,2019-04-08 14:38:08,0.029s,PASSED
maximizeWindow(),Chrome 73.0.3683.86,,2019-04-08 14:38:08,2019-04-08 14:38:10,1.142s,PASSED
"navigateToUrl(""http://enspire-qa.gbrx.com/"")",Chrome 73.0.3683.86,,2019-04-08 14:38:10,2019-04-08 14:38:11,1.154s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.86,,2019-04-08 14:38:11,2019-04-08 14:38:11,0.072s,PASSED
"sendKeys(findTestObject(""Login Page/Username Field""), ScreenCrawlUser)",Chrome 73.0.3683.86,,2019-04-08 14:38:11,2019-04-08 14:38:11,0.293s,PASSED
"sendKeys(findTestObject(""Login Page/Password Field""), ScreenCrawlPass)",Chrome 73.0.3683.86,,2019-04-08 14:38:11,2019-04-08 14:38:11,0.096s,PASSED
"click(findTestObject(""Login Page/Login Button""))",Chrome 73.0.3683.86,,2019-04-08 14:38:11,2019-04-08 14:38:12,0.935s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.86,,2019-04-08 14:38:12,2019-04-08 14:38:12,0.015s,PASSED
"verifyElementVisible(findTestObject(""GBMS Home Page/Assets""), STOP_ON_FAILURE)",Chrome 73.0.3683.86,,2019-04-08 14:38:12,2019-04-08 14:38:12,0.062s,PASSED
"click(findTestObject(""GBMS Home Page/button_Report Repository""))",Chrome 73.0.3683.86,,2019-04-08 14:38:12,2019-04-08 14:38:13,0.705s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.86,,2019-04-08 14:38:13,2019-04-08 14:38:13,0.015s,PASSED
"verifyElementVisible(findTestObject(""Report Repository/Search Results""))",Chrome 73.0.3683.86,,2019-04-08 14:38:13,2019-04-08 14:38:13,0.050s,PASSED
"verifyElementVisible(findTestObject(""Report Repository/Report Repository Search Header""), STOP_ON_FAILURE)",Chrome 73.0.3683.86,,2019-04-08 14:38:13,2019-04-08 14:38:13,0.054s,PASSED
back(),Chrome 73.0.3683.86,,2019-04-08 14:38:13,2019-04-08 14:38:13,0.126s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.86,,2019-04-08 14:38:13,2019-04-08 14:38:13,0.103s,PASSED
"verifyElementVisible(findTestObject(""GBMS Home Page/Assets""), STOP_ON_FAILURE)",Chrome 73.0.3683.86,,2019-04-08 14:38:13,2019-04-08 14:38:13,0.033s,PASSED
"click(findTestObject(""GBMS Home Page/button_Shop Forms""))",Chrome 73.0.3683.86,,2019-04-08 14:38:13,2019-04-08 14:38:15,1.489s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.86,,2019-04-08 14:38:15,2019-04-08 14:38:15,0.017s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Shop Reference Documents/Shop Reference Documents""))",Chrome 73.0.3683.86,,2019-04-08 14:38:15,2019-04-08 14:38:15,0.048s,PASSED
"verifyElementVisible(findTestObject(""Shop Reference Documents/button_Clear Filter""))",Chrome 73.0.3683.86,,2019-04-08 14:38:15,2019-04-08 14:38:15,0.234s,PASSED
back(),Chrome 73.0.3683.86,,2019-04-08 14:38:15,2019-04-08 14:38:15,0.196s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.86,,2019-04-08 14:38:15,2019-04-08 14:38:15,0.019s,PASSED
"verifyElementVisible(findTestObject(""GBMS Home Page/Assets""), STOP_ON_FAILURE)",Chrome 73.0.3683.86,,2019-04-08 14:38:15,2019-04-08 14:38:15,0.035s,PASSED
"click(findTestObject(""GBMS Home Page/button_Customer Portal""))",Chrome 73.0.3683.86,,2019-04-08 14:38:15,2019-04-08 14:38:16,0.543s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.86,,2019-04-08 14:38:16,2019-04-08 14:38:16,0.018s,PASSED
back(),Chrome 73.0.3683.86,,2019-04-08 14:38:16,2019-04-08 14:38:16,0.108s,PASSED
waitForPageLoad(0),Chrome 73.0.3683.86,,2019-04-08 14:38:16,2019-04-08 14:38:16,0.248s,PASSED
"verifyElementVisible(findTestObject(""GBMS Home Page/Assets""), STOP_ON_FAILURE)",Chrome 73.0.3683.86,,2019-04-08 14:38:16,2019-04-08 14:38:16,0.039s,PASSED
closeBrowser(),Chrome 73.0.3683.86,,2019-04-08 14:38:16,2019-04-08 14:38:17,0.739s,PASSED
,,,,,,
Test Cases/ScreenCrawl/ScreenCrawlCarHire,Chrome 73.0.3683.86,"CC.gbrx.com page not functonal, test not complete. ",2019-04-08 14:38:19,2019-04-08 14:38:40,20.861s,PASSED
"openBrowser("""")",Chrome 73.0.3683.86,,2019-04-08 14:38:19,2019-04-08 14:38:23,3.333s,PASSED
